name,old_psnr,new_psnr,delta_psnr,old_ssim,new_ssim,old_gap_pct,new_gap_pct
003223.png,19.156175159644555,19.156175159644555,0.0,0.7981306314468384,0.7981306314468384,0.0016922382671480144,0.0016922382671480144
003226.png,6.395066155575808,15.93404379421218,9.538977638636371,0.5797533392906189,0.6744421720504761,0.012691787003610107,0.012691787003610107
003229.png,4.753088434252388,15.77472786362556,11.021639429373174,0.44922980666160583,0.5883941650390625,0.14412229241877259,0.14412229241877259
003232.png,7.030702805499679,16.665296837588446,9.634594032088767,0.6069055795669556,0.6818302273750305,0.017204422382671482,0.017204422382671482
003235.png,21.697425987399374,21.697425987399374,0.0,0.7718996405601501,0.7718996405601501,0.009589350180505414,0.009589350180505414
003238.png,19.043991932789968,19.043991932789968,0.0,0.7757147550582886,0.7757147550582886,0.006909972924187727,0.006909972924187727
003241.png,20.01597316956297,20.01597316956297,0.0,0.8119294047355652,0.8119294047355652,0.004935694945848375,0.004935694945848375
003244.png,7.570635915181027,17.450274629622665,9.879638714441638,0.6360239386558533,0.7043489813804626,0.02312725631768953,0.02312725631768953
003247.png,5.525842467838936,16.089318805412546,10.56347633757361,0.4858047664165497,0.6045771837234497,0.15921141696750904,0.15921141696750904
003250.png,7.342294155142703,17.345628933892176,10.003334778749473,0.6056177616119385,0.6602514386177063,0.03046028880866426,0.03046028880866426
003253.png,21.571192875368293,21.571192875368293,0.0,0.7569001913070679,0.7569001913070679,0.00662793321299639,0.00662793321299639
003256.png,19.459557591835306,19.459557591835306,0.0,0.7843244671821594,0.7843244671821594,0.002256317689530686,0.002256317689530686
003259.png,23.77078275271892,23.77078275271892,0.0,0.8090511560440063,0.8090511560440063,0.009730370036101083,0.009730370036101083
003262.png,8.9061834757769,19.14026649957487,10.234083023797972,0.6818472146987915,0.7393513917922974,0.034690884476534296,0.034690884476534296
003265.png,5.9702229953826365,17.078107484394913,11.107884489012276,0.5134703516960144,0.6254240274429321,0.19503046028880866,0.19503046028880866
003268.png,6.623752761796017,17.409171542801257,10.78541878100524,0.605002224445343,0.683459997177124,0.007192012635379062,0.007192012635379062
003271.png,21.634507677790474,22.106271289143255,0.471763611352781,0.7603974938392639,0.760369062423706,0.008179151624548736,0.008179151624548736
003274.png,21.47664308868859,21.47664308868859,0.0,0.7949689626693726,0.7949689626693726,0.009448330324909748,0.009448330324909748
003277.png,26.012843980799254,26.012843980799254,0.0,0.8145536184310913,0.8145536184310913,0.025524593862815883,0.025524593862815883
003280.png,17.031630491913493,23.00265303710208,5.971022545188585,0.7946498990058899,0.8101899027824402,0.12000789711191336,0.12000789711191336
003283.png,7.7585487889634095,19.232801264461315,11.474252475497906,0.6166188716888428,0.6970278024673462,0.1510322653429603,0.1514553249097473
003286.png,7.091920367063272,17.879404480598456,10.787484113535184,0.6209625601768494,0.6826934814453125,0.07262522563176896,0.07262522563176896
003289.png,15.079618388031879,21.468262777259838,6.388644389227959,0.7746570110321045,0.7792205810546875,0.000987138989169675,0.000987138989169675
003292.png,20.333911662756012,20.333911662756012,0.0,0.7666125893592834,0.7666125893592834,0.0012691787003610109,0.0012691787003610109
003295.png,24.11323394531888,24.11323394531888,0.0,0.777061939239502,0.777061939239502,0.0015512184115523465,0.0015512184115523465
003298.png,26.746835962576508,26.746835962576508,0.0,0.8405278921127319,0.8405278921127319,0.3484600631768953,0.3484600631768953
003301.png,24.953283268614666,24.953283268614666,0.0,0.846297562122345,0.846297562122345,0.24481046931407943,0.24481046931407943
003304.png,9.531787997144521,19.864261602356116,10.332473605211595,0.6763176321983337,0.730518102645874,0.3608698104693141,0.3608698104693141
003307.png,10.882665654893911,19.29641721093363,8.413751556039719,0.721934974193573,0.7502831816673279,0.01847360108303249,0.01847360108303249
003310.png,20.157679692737535,20.157679692737535,0.0,0.7771245241165161,0.7771245241165161,0.014101985559566786,0.014101985559566786
003313.png,20.90638159471101,20.90638159471101,0.0,0.7534183859825134,0.7534183859825134,0.007192012635379062,0.007192012635379062
003316.png,26.71644197249708,26.71644197249708,0.0,0.8560101389884949,0.8560101389884949,0.15483980144404333,0.15483980144404333
003319.png,29.60082820703194,29.60082820703194,0.0,0.8612743020057678,0.8612743020057678,0.2804884927797834,0.2804884927797834
003322.png,14.153096430337854,23.02756995160772,8.874473521269866,0.7880206108093262,0.8076165914535522,0.11239282490974728,0.11239282490974728
003325.png,10.43394091261711,20.62083809856583,10.18689718594872,0.7062562704086304,0.7409198880195618,0.01523014440433213,0.01523014440433213
003328.png,18.21794411190927,18.21794411190927,0.0,0.7537254691123962,0.7537254691123962,0.0018332581227436823,0.0018332581227436823
003331.png,22.142652971350817,22.142652971350817,0.0,0.7879409193992615,0.7879409193992615,0.0029614169675090253,0.0029614169675090253
003334.png,24.811251020359567,24.811251020359567,0.0,0.8154290318489075,0.8154290318489075,0.04258799638989169,0.04258799638989169
003337.png,29.21494552308569,29.21494552308569,0.0,0.8589169979095459,0.8589169979095459,0.351985559566787,0.351985559566787
003340.png,17.43969213749503,24.756950169108464,7.317258031613434,0.809329628944397,0.8160319328308105,0.02298623646209386,0.02298623646209386
003343.png,11.198656929537972,20.861525561892336,9.662868632354364,0.7247211337089539,0.7536569237709045,0.008179151624548736,0.008179151624548736
003346.png,19.215218804131347,19.215218804131347,0.0,0.7424685955047607,0.7424685955047607,0.018191561371841157,0.018191561371841157
003349.png,22.3936995362974,22.3936995362974,0.0,0.8063786625862122,0.8063786625862122,0.00028203971119133574,0.00028203971119133574
003352.png,23.62370454728498,23.62370454728498,0.0,0.7990798354148865,0.7990798354148865,0.020024819494584838,0.020024819494584838
003355.png,28.01904304411287,28.01904304411287,0.0,0.8519071340560913,0.8519071340560913,0.27188628158844763,0.27188628158844763
003358.png,21.678622207326825,24.9165507546768,3.2379285473499735,0.8297127485275269,0.8321736454963684,0.07615072202166065,0.07615072202166065
003361.png,11.561714383486168,19.39847654107818,7.836762157592011,0.6796929836273193,0.7023310661315918,0.005922833935018051,0.005922833935018051
003364.png,20.424317498354956,20.424317498354956,0.0,0.8071137070655823,0.8071137070655823,0.0005640794223826715,0.0005640794223826715
003367.png,22.743588453043788,22.743588453043788,0.0,0.8126499056816101,0.8126499056816101,0.0025383574007220217,0.0025383574007220217
003370.png,24.739487042053344,24.739487042053344,0.0,0.809166669845581,0.809166669845581,0.020024819494584838,0.020024819494584838
003373.png,24.773267222265503,24.773267222265503,0.0,0.8085626363754272,0.8085626363754272,0.27893727436823107,0.27893727436823107
003376.png,21.404047982060558,25.142166825798355,3.738118843737798,0.8195326328277588,0.8217693567276001,0.009448330324909748,0.009448330324909748
003379.png,12.183020726777638,19.525979464321825,7.342958737544187,0.6937605142593384,0.7153028249740601,0.0042305956678700355,0.0042305956678700355
003382.png,23.17863473331709,23.17863473331709,0.0,0.8226072788238525,0.8226072788238525,0.00662793321299639,0.00662793321299639
003385.png,22.344973112486073,22.344973112486073,0.0,0.8233864903450012,0.8233864903450012,0.006063853790613719,0.006063853790613719
003388.png,24.654843775660854,24.654843775660854,0.0,0.8223205208778381,0.8223205208778381,0.036242102888086644,0.036242102888086644
003391.png,24.443933279028577,24.443933279028577,0.0,0.7937498092651367,0.7937498092651367,0.2734375,0.2734375
003394.png,21.294759065537313,24.15751900145007,2.862759935912756,0.8111667037010193,0.8132884502410889,0.007333032490974729,0.007333032490974729
003397.png,13.071514720677138,20.274161157397455,7.2026464367203165,0.7072487473487854,0.7262279987335205,0.0014101985559566788,0.0014101985559566788
003400.png,21.693549453184986,21.693549453184986,0.0,0.8324272036552429,0.8324272036552429,0.0039485559566787,0.0039485559566787
003403.png,19.654103842940664,19.654103842940664,0.0,0.7747677564620972,0.7747677564620972,0.016922382671480142,0.016922382671480142
003406.png,26.642458641222863,26.642458641222863,0.0,0.8303912878036499,0.8303912878036499,0.04174187725631769,0.04174187725631769
003409.png,25.48018893367213,25.48018893367213,0.0,0.8004192113876343,0.8004192113876343,0.32223037003610105,0.32223037003610105
003412.png,20.90204673723086,23.991509336271314,3.089462599040452,0.7924376726150513,0.794187605381012,0.0035254963898916965,0.0035254963898916965
003415.png,13.915346414412452,21.61250694579404,7.697160531381586,0.7422422170639038,0.7597939372062683,0.016076263537906137,0.016076263537906137
003418.png,19.630687526051613,19.630687526051613,0.0,0.7739418745040894,0.7739418745040894,0.001128158844765343,0.001128158844765343
003421.png,19.447708462072548,19.447708462072548,0.0,0.7791031002998352,0.7791031002998352,0.11605934115523465,0.11605934115523465
003424.png,28.19993857941562,28.200988569485446,0.0010499900698270892,0.861272931098938,0.8612744808197021,0.09941899819494585,0.09941899819494585
003427.png,26.56243569276102,26.56243569276102,0.0,0.8200185298919678,0.8200185298919678,0.27724503610108303,0.27724503610108303
003430.png,21.621121791116483,22.893987692109214,1.2728659009927306,0.7948841452598572,0.7962642908096313,0.008179151624548736,0.008179151624548736
003433.png,14.611206986751224,21.473200500573952,6.861993513822728,0.7377046942710876,0.7536095976829529,0.0004230595667870036,0.0004230595667870036
003436.png,19.79626765461292,19.79626765461292,0.0,0.7665783762931824,0.7665783762931824,0.00028203971119133574,0.00028203971119133574
003439.png,28.45219452670342,28.45219452670342,0.0,0.8470980525016785,0.8470980525016785,0.2089914259927798,0.2089914259927798
003442.png,22.438712122878005,25.673295128999875,3.23458300612187,0.8207518458366394,0.8209422826766968,0.6011676444043321,1.160029332129964
003445.png,23.117262090481958,26.660511613010506,3.543249522528548,0.8366464376449585,0.8368986248970032,0.5993343862815884,1.0909296028880866
003448.png,23.693334016789244,23.693334016789244,0.0,0.7817017436027527,0.7817017436027527,0.02876805054151625,0.02876805054151625
003451.png,14.819010244701584,20.69260401998388,5.873593775282295,0.7087989449501038,0.7223784327507019,0.03313966606498195,0.03313966606498195
003454.png,18.818543249295683,18.818543249295683,0.0,0.7596222162246704,0.7596222162246704,0.010012409747292419,0.010012409747292419
003457.png,27.958082411315935,27.958082411315935,0.0,0.8657039999961853,0.8657039999961853,0.08517599277978338,0.08517599277978338
003460.png,27.88473614495683,27.88473614495683,0.0,0.8692857027053833,0.8692857027053833,1.3949684115523466,1.3949684115523466
003463.png,21.124527475459804,25.510029166192737,4.385501690732934,0.8459861874580383,0.8472188115119934,1.2129117779783394,1.6059341155234657
003466.png,26.745389508514968,26.745389508514968,0.0,0.8430476784706116,0.8430476784706116,0.1518783844765343,0.1518783844765343
003469.png,16.944991400850324,21.193384219102093,4.248392818251769,0.7130520939826965,0.7208842635154724,0.009589350180505414,0.009589350180505414
003472.png,16.062349774536976,19.123422509553208,3.061072735016232,0.737503707408905,0.7442476749420166,0.003102436823104693,0.003102436823104693
003475.png,24.72820251893782,24.72820251893782,0.0,0.8184836506843567,0.8184836506843567,0.005499774368231047,0.005499774368231047
003478.png,32.295290076661004,32.295290076661004,0.0,0.9217296242713928,0.9217296242713928,1.6880076714801444,1.6880076714801444
003481.png,29.443418486216505,29.443418486216505,0.0,0.8894101977348328,0.8894101977348328,2.164090703971119,2.164090703971119
003484.png,21.926100572585476,25.438723456325988,3.5126228837405122,0.8207443356513977,0.8224406838417053,0.5240297833935018,0.774481046931408
003487.png,25.360882415685523,25.360882415685523,0.0,0.8101111650466919,0.8101111650466919,0.0272168321299639,0.0272168321299639
003490.png,14.348188687396588,18.11657255968641,3.7683838722898226,0.7123470902442932,0.7259088754653931,0.0074740523465703975,0.0074740523465703975
003493.png,22.463229778231167,22.463229778231167,0.0,0.8063213229179382,0.8063213229179382,0.01664034296028881,0.01664034296028881
003496.png,26.18584419562694,26.18584419562694,0.0,0.8752298355102539,0.8752298355102539,0.6630753610108303,0.6630753610108303
003499.png,31.682516939757296,31.682516939757296,0.0,0.8970649838447571,0.8970649838447571,2.7960006768953067,2.7960006768953067
003502.png,22.627043900357986,25.43969567091523,2.8126517705572454,0.8344370722770691,0.8361323475837708,0.25242554151624547,0.46705776173285196
003505.png,21.633063253166455,21.633063253166455,0.0,0.7901679277420044,0.7901679277420044,0.0197427797833935,0.0197427797833935
003508.png,14.466549701589752,18.55683755767145,4.090287856081698,0.7407894730567932,0.7546327114105225,0.001128158844765343,0.001128158844765343
003511.png,23.431437883919955,23.431437883919955,0.0,0.8142842054367065,0.8142842054367065,0.004089575812274368,0.004089575812274368
003514.png,24.350804174281528,24.350804174281528,0.0,0.8271227478981018,0.8271227478981018,0.38018953068592054,0.38018953068592054
003517.png,28.915324035677756,28.915324035677756,0.0,0.8406392931938171,0.8406392931938171,2.83887071299639,2.83887071299639
003520.png,23.717964275274078,26.62637257828313,2.908408303009054,0.8697679042816162,0.8713234663009644,0.1733134025270758,0.37412567689530685
003523.png,19.806851614501465,19.806851614501465,0.0,0.7853798270225525,0.7853798270225525,0.008884250902527075,0.008884250902527075
003526.png,14.680853564007105,19.46407849713071,4.783224933123606,0.7487838864326477,0.7626426815986633,0.003102436823104693,0.003102436823104693
003529.png,25.005097132210594,25.005158598707883,6.146649728933085e-05,0.8126564621925354,0.8126564621925354,0.020729918772563177,0.020729918772563177
003532.png,23.557024418702397,23.557024418702397,0.0,0.7813246846199036,0.7813246846199036,0.23902865523465705,0.23902865523465705
003535.png,26.97782320848318,26.97782320848318,0.0,0.7732862234115601,0.7732862234115601,2.767091606498195,2.767091606498195
003538.png,23.54084354944037,24.697470361600473,1.156626812160102,0.8598593473434448,0.8606980443000793,0.20335063176895304,0.3157434566787004
003541.png,20.476572211394682,21.28388803146914,0.8073158200744572,0.7744337916374207,0.7760050892829895,0.05203632671480145,0.233951940433213
003544.png,14.29788762144468,18.378750872472875,4.080863251028195,0.7136526107788086,0.7270643711090088,0.0042305956678700355,0.0042305956678700355
003547.png,24.001874066000262,24.001874066000262,0.0,0.7742868661880493,0.7742868661880493,0.062471796028880866,0.062471796028880866
003550.png,24.204648425470282,24.204648425470282,0.0,0.7586424946784973,0.7586424946784973,0.09659860108303249,0.09659860108303249
003553.png,24.55641659970835,24.55641659970835,0.0,0.739728569984436,0.739728569984436,1.3348939530685922,1.3348939530685922
003556.png,23.839525865242372,25.542883054063758,1.7033571888213856,0.8515630960464478,0.852689802646637,0.14905798736462092,0.31757671480144406
003559.png,20.379534999440526,20.94110156658239,0.5615665671418633,0.7716253399848938,0.7731657028198242,0.029332129963898917,0.18008235559566788
003562.png,13.81674241240853,17.212268712479457,3.3955263000709266,0.7114330530166626,0.724888801574707,0.003102436823104693,0.003102436823104693
003565.png,22.269616777675893,23.283177446270102,1.0135606685942093,0.7533842325210571,0.75455641746521,0.11577730144404332,0.11577730144404332
003568.png,20.38959922523478,20.38959922523478,0.0,0.6691250801086426,0.6691250801086426,0.473826714801444,0.473826714801444
003571.png,24.54720920915665,24.54720920915665,0.0,0.6795794367790222,0.6795794367790222,0.35974165162454874,0.35974165162454874
003574.png,24.362676120571457,24.362676120571457,0.0,0.7922709584236145,0.7922709584236145,0.06204873646209386,0.06204873646209386
003577.png,21.450764684144282,21.894218920398984,0.44345423625470204,0.7525976896286011,0.7539543509483337,0.006768953068592058,0.10505979241877256
003580.png,13.818607826996931,17.356974225136838,3.5383663981399067,0.7166949510574341,0.7289274334907532,0.00014101985559566787,0.00014101985559566787
003583.png,17.580402356942457,22.24463602113483,4.664233664192373,0.7216842770576477,0.7281691431999207,0.012268727436823106,0.012268727436823106
003586.png,23.31588861179835,23.31588861179835,0.0,0.6542218923568726,0.6542218923568726,1.5534747292418774,1.5534747292418774
003589.png,23.633048839334187,23.633048839334187,0.0,0.6641291975975037,0.6641291975975037,0.965986010830325,0.965986010830325
003592.png,24.9409912959276,24.9409912959276,0.0,0.7060578465461731,0.7060578465461731,0.5157096119133574,0.5157096119133574
003595.png,22.334686856233084,22.825490517729797,0.49080366149671306,0.7733556032180786,0.7746641635894775,0.009166290613718412,0.09109882671480145
003598.png,14.939593153541619,18.181355964037454,3.2417628104958354,0.7397760152816772,0.7480710744857788,0.004935694945848375,0.004935694945848375
