name,old_3cm_scale05_psnr,new_1cm_scale05_psnr,delta_psnr,old_ssim,new_ssim,old_gap_pct,new_gap_pct,new_masked_psnr
003070.png,23.265805174448836,21.89820998019965,-1.367595194249187,0.8284770846366882,0.7608216404914856,27.98919787906137,0.04794675090252708,21.89904633614575
003073.png,23.675210165038468,23.51883066722808,-0.15637949781038785,0.7636452913284302,0.7969406843185425,25.942999774368236,0.018614620938628156,23.528431171140657
003076.png,21.002319737526662,21.67710680032732,0.6747870628006574,0.7571607232093811,0.8132215738296509,14.36766696750903,0.0007050992779783394,21.67710680032732
003079.png,20.99632031922626,13.579215275797033,-7.417105043429228,0.7445428967475891,0.7505714297294617,15.873759025270761,0.0005640794223826715,13.579192775167444
003082.png,22.36626060651101,16.777081055077506,-5.589179551433503,0.7771229147911072,0.7081931829452515,27.63114846570397,0.05175428700361011,16.775102253643542
003085.png,19.348692374950474,19.51566828290236,0.16697590795188688,0.7906156182289124,0.7214723229408264,57.62480257220217,0.9541403429602888,19.491703279586886
003088.png,23.595522796718008,23.80424685133569,0.20872405461768295,0.8458731770515442,0.8010637760162354,26.58562725631769,0.02876805054151625,23.805012710858122
003091.png,23.926181754491964,24.76336546988402,0.837183715392058,0.774633526802063,0.819993793964386,27.050428700361007,0.006204873646209386,24.76423248305503
003094.png,21.92670247760504,23.354549261389064,1.4278467837840232,0.7504364252090454,0.8074153661727905,19.216916741877256,0.001128158844765343,23.35463507767882
003097.png,22.40861063655375,13.087452846892747,-9.321157789661003,0.7660406827926636,0.7568292617797852,18.79851083032491,0.012832806859205776,13.08716234847081
003100.png,22.189379580830362,14.741093998861851,-7.448285581968511,0.7454596161842346,0.6682993173599243,25.249746164259925,0.04949796931407942,14.739884328419153
003103.png,21.709278731977935,18.38526777579625,-3.3240109561816844,0.8050459623336792,0.6777004599571228,64.2091606498195,1.3430731046931408,18.336789589985333
003106.png,21.78560343244081,19.19423253460388,-2.591370897836928,0.7993088364601135,0.7178058624267578,23.129512635379058,0.056689981949458484,19.196852926466295
003109.png,22.72262979030472,22.235529077222118,-0.48710071308260083,0.7710723876953125,0.8002739548683167,21.88614056859206,0.034831904332129966,22.304804403062946
003112.png,21.304225427775293,22.030268942117104,0.7260435143418107,0.7600172162055969,0.8070123791694641,14.420126353790618,0.00028203971119133574,22.03027862496431
003115.png,21.71621936061749,11.487658374698027,-10.228560985919463,0.7503437399864197,0.7419267892837524,18.2388030234657,0.005358754512635379,11.487435967434083
003118.png,21.51303320153894,15.024230834100067,-6.488802367438872,0.7405600547790527,0.7411720752716064,27.12629738267148,0.056548962093862815,15.021900355876397
003121.png,21.698645571425846,18.40997410710546,-3.2886714643203874,0.784428060054779,0.6900384426116943,59.404755189530675,1.0748533393501805,18.36887351664697
003124.png,24.224595805270592,20.520018758861575,-3.7045770464090175,0.8329593539237976,0.7648203372955322,24.91101647111913,0.03722924187725631,20.519140294579547
003127.png,22.020919261107093,22.436787838388813,0.4158685772817208,0.7649170756340027,0.8017133474349976,24.175879963898915,0.01988379963898917,22.438280963660766
003130.png,19.847470083102678,18.901798222561858,-0.9456718605408199,0.7490204572677612,0.7900840640068054,18.494472021660645,0.007333032490974729,18.901655938795933
003133.png,21.368158345300714,10.37626488494524,-10.991893460355474,0.7443661689758301,0.7150811553001404,22.22148578519856,0.013819945848375453,10.37567565077238
003136.png,20.596164118147637,13.019845795175558,-7.57631832297208,0.7267593741416931,0.774088442325592,31.811682084837546,0.062471796028880866,13.017229914515013
003139.png,20.238579030721958,21.491713663869398,1.2531346331474396,0.7408881187438965,0.7510946393013,62.507474052346566,1.3725462545126355,21.45750589800087
003142.png,23.90316976913606,18.69041750997108,-5.212752259164979,0.8217918872833252,0.7103529572486877,29.713729693140788,0.11746953971119134,18.70423295272871
003145.png,21.158355419824094,21.654558804440136,0.49620338461604163,0.7683537006378174,0.7990520000457764,17.603649593862812,0.0078971119133574,21.65438120045912
003148.png,18.5817341000623,19.11802447832323,0.5362903782609294,0.7510958909988403,0.8026248812675476,13.236969765342966,0.0012691787003610109,19.11798981466013
003151.png,19.434396436276135,9.927261998210062,-9.507134438066073,0.7071068286895752,0.6737465858459473,21.92661326714801,0.019460740072202165,9.926463706950319
003154.png,19.28171657402305,9.096158558345085,-10.185558015677966,0.688672661781311,0.6805118918418884,34.122433438628164,0.13100744584837545,9.090543454092835
003157.png,19.36211648305561,17.115501325089404,-2.246615157966204,0.6738241910934448,0.8253213167190552,46.79546480144404,0.6634984205776173,17.08900466574278
003160.png,21.44548790051524,20.787445687559686,-0.6580422129555537,0.7465320825576782,0.7351325750350952,36.670944268953065,0.36016471119133575,20.77403733346598
003163.png,22.417861342874005,21.83165120873125,-0.5862101341427532,0.772567093372345,0.766606330871582,18.230200812274365,0.028203971119133572,21.832794656847128
003166.png,18.475174944701187,18.929606466799164,0.4544315220979769,0.7564754486083984,0.7916859984397888,16.676726083032488,0.004935694945848375,18.929493299107804
003169.png,21.20733396202159,10.629743339847204,-10.577590622174386,0.7074649333953857,0.6804384589195251,18.47628046028881,0.006063853790613719,10.629552196095794
003172.png,19.696996715652883,5.377126242532947,-14.319870473119936,0.7463607788085938,0.5076611638069153,46.87782039711191,0.18995374548736463,5.3689362950587025
003175.png,18.473614732301996,7.6870523677693745,-10.786562364532621,0.6822977066040039,0.6563341617584229,44.53407039711191,0.2449514891696751,7.6765674218930116
003178.png,19.818913285212552,24.440022006237882,4.62110872102533,0.6742922067642212,0.8007253408432007,45.98163921480144,0.697625225631769,24.43067274591007
003181.png,23.02493164019821,21.60897990116336,-1.4159517390348526,0.7743497490882874,0.7632864117622375,19.708793998194952,0.01057648916967509,21.6091395467512
003184.png,18.245069125574787,18.618805448972992,0.3737363233982052,0.7450433373451233,0.786550760269165,10.719483303249099,0.0,18.618805448972992
003187.png,19.692708061077607,14.913189776158537,-4.779518284919069,0.6917451620101929,0.7210211753845215,18.42170577617328,0.004371615523465704,14.913099508661155
003190.png,19.031156083848476,4.440591732228596,-14.590564351619879,0.7510752081871033,0.45526203513145447,35.70890681407942,0.06416403429602888,4.437850716634784
003193.png,21.05572408174483,4.480874927904408,-16.574849153840425,0.7848747372627258,0.4551076889038086,41.60776737364621,0.16569833032490974,4.473762789984304
003196.png,17.790859234959942,10.731583410148106,-7.059275824811836,0.6359683871269226,0.7286028265953064,33.21200925090253,0.23324684115523467,10.721707473474195
003199.png,22.433423099096515,22.9794952444443,0.5460721453477859,0.7554677128791809,0.7900147438049316,27.0084047833935,0.07854805956678701,22.977624950204564
003202.png,19.174747060999955,19.475564130625266,0.3008170696253103,0.7506236433982849,0.7816480994224548,15.866002933212997,0.001128158844765343,19.475575242903425
003205.png,18.761732439466595,18.55891991253112,-0.20281252693547458,0.727260947227478,0.7598059177398682,18.140230144404335,0.005640794223826715,18.55884618894318
003208.png,19.296369054780104,5.6341768803744845,-13.66219217440562,0.7424068450927734,0.5389152765274048,24.864902978339355,0.02115297833935018,5.6332794175908205
003211.png,20.713276266093686,4.500984931176108,-16.21229133491758,0.7818036675453186,0.433807373046875,46.63258686823105,0.13227662454873645,4.495366353247816
003214.png,18.95225563311174,8.164600400526338,-10.787655232585402,0.7124882936477661,0.673210620880127,29.21846796028881,0.07262522563176896,8.161531028345113
003217.png,21.942601191239334,23.126192874055754,1.1835916828164201,0.7340040802955627,0.8034011125564575,23.806689981949457,0.028344990974729242,23.125408241256057
003220.png,19.338770592262897,19.533259870937968,0.19448927867507138,0.7424008250236511,0.7763466835021973,12.074261055956681,0.0005640794223826715,19.533254422131094
003223.png,18.480584660975563,19.156175159644555,0.675590498668992,0.7352445721626282,0.7981306314468384,18.010773916967505,0.0016922382671480144,19.156134861475657
003226.png,18.50652357702646,6.395066155575808,-12.111457421450652,0.7055622339248657,0.5797533392906189,27.723375451263543,0.012691787003610107,6.394529501145248
003229.png,19.415783408013034,4.753088434252388,-14.662694973760647,0.7625765204429626,0.44922980666160583,45.20729918772564,0.14412229241877259,4.746963223584124
003232.png,19.210087569913792,7.030702805499679,-12.179384764414113,0.7151403427124023,0.6069055795669556,24.891132671480143,0.017204422382671482,7.029970204768773
003235.png,22.184870085808356,21.697425987399374,-0.4874440984089823,0.7264286279678345,0.7718996405601501,23.846739620938628,0.009589350180505414,21.697169795698667
003238.png,18.638585623579594,19.043991932789968,0.4054063092103739,0.7358296513557434,0.7757147550582886,15.859657039711195,0.006909972924187727,19.043940004858744
003241.png,19.218579591812027,20.01597316956297,0.7973935777509418,0.7425001263618469,0.8119294047355652,20.60159070397112,0.004935694945848375,20.01585219558166
003244.png,18.749625536164928,7.570635915181027,-11.1789896209839,0.6962041258811951,0.6360239386558533,27.631007445848375,0.02312725631768953,7.569655457801817
003247.png,17.93138184717609,5.525842467838936,-12.405539379337155,0.7269219756126404,0.4858047664165497,46.30584386281589,0.15921141696750904,5.519053046322448
003250.png,19.38051481463682,7.342294155142703,-12.038220659494115,0.724273681640625,0.6056177616119385,23.48728000902527,0.03046028880866426,7.341024286124221
003253.png,21.79211874010546,21.571192875368293,-0.22092586473716835,0.7206200361251831,0.7569001913070679,20.267796705776174,0.00662793321299639,21.57122626973742
003256.png,18.879922817730638,19.459557591835306,0.5796347741046688,0.7310629487037659,0.7843244671821594,13.844201263537903,0.002256317689530686,19.45954687760643
003259.png,21.61031290218061,23.77078275271892,2.160469850538309,0.717452347278595,0.8090511560440063,25.187838447653434,0.009730370036101083,23.770538449907338
003262.png,18.86315357666945,8.9061834757769,-9.956970100892551,0.6688862442970276,0.6818472146987915,29.26528655234657,0.034690884476534296,8.904695668944365
003265.png,17.193846609821378,5.9702229953826365,-11.223623614438742,0.6954782009124756,0.5134703516960144,39.18095667870036,0.19503046028880866,5.961839437715862
003268.png,19.518235910556502,6.623752761796017,-12.894483148760486,0.7401506304740906,0.605002224445343,24.704704422382672,0.007192012635379062,6.623444341439041
003271.png,21.27108466907375,21.634507677790474,0.3634230087167225,0.7226184010505676,0.7603974938392639,21.661072879061372,0.008179151624548736,21.63453596420235
003274.png,20.060666184242947,21.47664308868859,1.4159769044456425,0.7203179597854614,0.7949689626693726,18.022760604693143,0.009448330324909748,21.47656779460292
003277.png,22.83344318035344,26.012843980799254,3.179400800445812,0.7334774732589722,0.8145536184310913,27.985672382671478,0.025524593862815883,26.01401419600956
003280.png,18.555943809415595,17.031630491913493,-1.5243133175021022,0.651049017906189,0.7946498990058899,39.43126692238267,0.12000789711191336,17.026836571836657
003283.png,18.15605516200347,7.7585487889634095,-10.39750637304006,0.692583441734314,0.6166188716888428,38.03742666967509,0.1510322653429603,7.75209639369399
003286.png,18.790706216369536,7.091920367063272,-11.698785849306264,0.7323688864707947,0.6209625601768494,28.742807987364614,0.07262522563176896,7.088836242939472
003289.png,21.010886214374832,15.079618388031879,-5.931267826342953,0.7373055815696716,0.7746570110321045,19.75109995487364,0.000987138989169675,15.079593115616765
003292.png,19.107752051841913,20.333911662756012,1.2261596109140989,0.6918773055076599,0.7666125893592834,15.002397337545126,0.0012691787003610109,20.333876282672186
003295.png,20.075408462599277,24.11323394531888,4.037825482719601,0.6514293551445007,0.777061939239502,21.949599503610106,0.0015512184115523465,24.11320422515431
003298.png,21.84274901119319,26.746835962576508,4.9040869513833165,0.7686120271682739,0.8405278921127319,48.58514778880867,0.3484600631768953,26.741297496932447
003301.png,19.33723802763537,24.953283268614666,5.616045240979297,0.671134889125824,0.846297562122345,41.111236462093856,0.24481046931407943,24.948293989401222
003304.png,17.868818193111377,9.531787997144521,-8.337030195966856,0.6487404704093933,0.6763176321983337,34.89973488267148,0.3608698104693141,9.516336262833791
003307.png,19.161046998324036,10.882665654893911,-8.278381343430125,0.7110272645950317,0.721934974193573,23.119218185920577,0.01847360108303249,10.88198611050032
003310.png,18.926473633029506,20.157679692737535,1.231206059708029,0.7290158271789551,0.7771245241165161,18.071271435018055,0.014101985559566786,20.158258954754345
003313.png,18.91725415423491,20.90638159471101,1.9891274404761,0.6470447182655334,0.7534183859825134,21.18090027075812,0.007192012635379062,20.906552029100233
003316.png,23.110725357032283,26.71644197249708,3.6057166154647966,0.8100547790527344,0.8560101389884949,39.50248194945848,0.15483980144404333,26.714275260993542
003319.png,23.967678045402515,29.60082820703194,5.633150161629427,0.8118090033531189,0.8612743020057678,54.51982739169675,0.2804884927797834,29.611339845259632
003322.png,19.276577777297263,14.153096430337854,-5.123481346959409,0.6566866636276245,0.7880206108093262,36.628779332129966,0.11239282490974728,14.14868056616256
003325.png,20.588184472455907,10.43394091261711,-10.154243559838797,0.695212185382843,0.7062562704086304,25.682395081227437,0.01523014440433213,10.433302328599916
003328.png,18.273729139305313,18.21794411190927,-0.05578502739604474,0.7157260179519653,0.7537254691123962,13.445961191335742,0.0018332581227436823,18.217960748769727
003331.png,20.83453011558246,22.142652971350817,1.3081228557683566,0.6958461999893188,0.7879409193992615,20.331396660649816,0.0029614169675090253,22.142685431270547
003334.png,22.946607382534424,24.811251020359567,1.864643637825143,0.77016282081604,0.8154290318489075,26.718750000000004,0.04258799638989169,24.8106491499783
003337.png,23.827579392730417,29.21494552308569,5.387366130355272,0.8042402267456055,0.8589169979095459,53.439333258122744,0.351985559566787,29.220224711601
003340.png,20.762686479083325,17.43969213749503,-3.322994341588295,0.6989456415176392,0.809329628944397,29.476534296028877,0.02298623646209386,17.438855980648228
003343.png,18.997354957263024,11.198656929537972,-7.798698027725052,0.6755506992340088,0.7247211337089539,25.849926669675092,0.008179151624548736,11.198324759106688
003346.png,20.20895325493658,19.215218804131347,-0.9937344508052348,0.7208280563354492,0.7424685955047607,15.262296931407937,0.018191561371841157,19.21889787171519
003349.png,19.633665709411442,22.3936995362974,2.7600338268859588,0.6815391778945923,0.8063786625862122,21.86343637184116,0.00028203971119133574,22.393690061112586
003352.png,21.076533896030703,23.62370454728498,2.5471706512542767,0.7374957799911499,0.7990798354148865,28.081142824909744,0.020024819494584838,23.6230883015423
003355.png,23.741342016565525,28.01904304411287,4.277701027547344,0.8017935752868652,0.8519071340560913,57.760181633574014,0.27188628158844763,28.023253599132296
003358.png,20.685724501888462,21.678622207326825,0.992897705438363,0.7203866243362427,0.8297127485275269,29.6291177797834,0.07615072202166065,21.677370440768414
003361.png,19.048805426356747,11.561714383486168,-7.4870910428705795,0.6612944006919861,0.6796929836273193,20.032857626353795,0.005922833935018051,11.561817768097406
003364.png,19.901360244419216,20.424317498354956,0.5229572539357399,0.7405104041099548,0.8071137070655823,14.190828068592054,0.0005640794223826715,20.424315714432005
003367.png,21.045721401570923,22.743588453043788,1.6978670514728655,0.7090402245521545,0.8126499056816101,20.225490749097474,0.0025383574007220217,22.743522268096083
003370.png,22.240637928137943,24.739487042053344,2.4988491139154014,0.7420408129692078,0.809166669845581,27.124887184115522,0.020024819494584838,24.739237100336023
003373.png,23.652617115007622,24.773267222265503,1.1206501072578803,0.7906274199485779,0.8085626363754272,50.30248759025271,0.27893727436823107,24.767503434606848
003376.png,22.01222700059421,21.404047982060558,-0.6081790185336509,0.7326321601867676,0.8195326328277588,25.011704648014444,0.009448330324909748,21.40375236456684
003379.png,19.388097956721275,12.183020726777638,-7.205077229943637,0.6887129545211792,0.6937605142593384,20.990805505415167,0.0042305956678700355,12.183142954246083
003382.png,21.44585859586298,23.17863473331709,1.7327761374541097,0.7450277209281921,0.8226072788238525,19.80003384476534,0.00662793321299639,23.178881546504634
003385.png,20.41594114180515,22.344973112486073,1.9290319706809242,0.712453305721283,0.8233864903450012,25.143981272563177,0.006063853790613719,22.344768029806286
003388.png,21.148293225348244,24.654843775660854,3.5065505503126104,0.7296128273010254,0.8223205208778381,29.94993795126354,0.036242102888086644,24.65415748097485
003391.png,23.730437971052982,24.443933279028577,0.7134953079755952,0.7967469692230225,0.7937498092651367,56.10418546931408,0.2734375,24.438401332607434
003394.png,19.99107941483613,21.294759065537313,1.3036796507011843,0.7102522253990173,0.8111667037010193,25.94680731046931,0.007333032490974729,21.294638904703397
003397.png,18.924301505273025,13.071514720677138,-5.852786784595887,0.6597480773925781,0.7072487473487854,18.258122743682314,0.0014101985559566788,13.071636144443552
003400.png,20.87287200438251,21.693549453184986,0.8206774488024742,0.7684928178787231,0.8324272036552429,14.753779332129968,0.0039485559566787,21.693805730103083
003403.png,19.271523715102646,19.654103842940664,0.3825801278380183,0.677497386932373,0.7747677564620972,22.7862703068592,0.016922382671480142,19.65411467455941
003406.png,21.266064660274733,26.642458641222863,5.37639398094813,0.7329074144363403,0.8303912878036499,31.03466268050542,0.04174187725631769,26.642032066437437
003409.png,23.36333978608682,25.48018893367213,2.116849147585313,0.7779978513717651,0.8004192113876343,50.64855031588448,0.32223037003610105,25.474376378158784
003412.png,21.660539416625937,20.90204673723086,-0.7584926793950757,0.7294398546218872,0.7924376726150513,20.735559566787,0.0035254963898916965,20.901957127094192
003415.png,20.46731661766993,13.915346414412452,-6.551970203257477,0.7091121077537537,0.7422422170639038,19.43747179602888,0.016076263537906137,13.914745846260757
003418.png,19.59462358537364,19.630687526051613,0.03606394067797325,0.7266032099723816,0.7739418745040894,17.68346683212997,0.001128158844765343,19.630666350877455
003421.png,20.09690883279233,19.447708462072548,-0.6492003707197824,0.695218026638031,0.7791031002998352,27.728170126353792,0.11605934115523465,19.459614020543597
003424.png,20.818818078568555,28.19993857941562,7.381120500847064,0.7130433320999146,0.861272931098938,41.22757784296029,0.09941899819494585,28.201098494037748
003427.png,22.391085169491877,26.56243569276102,4.171350523269144,0.7807518243789673,0.8200185298919678,57.91206001805054,0.27724503610108303,26.56692575750084
003430.png,21.02853078693488,21.621121791116483,0.5925910041816032,0.7398340106010437,0.7948841452598572,25.249323104693143,0.008179151624548736,21.620882985118776
003433.png,19.77802940489117,14.611206986751224,-5.166822418139947,0.6898097395896912,0.7377046942710876,18.241341380866427,0.0004230595667870036,14.611189677989874
003436.png,21.10027796563784,19.79626765461292,-1.3040103110249213,0.7500927448272705,0.7665783762931824,13.32708145306859,0.00028203971119133574,19.796320913606593
003439.png,21.688537471630525,28.45219452670342,6.763657055072894,0.6873185038566589,0.8470980525016785,37.66330099277978,0.2089914259927798,28.45924679221175
003442.png,19.169293583530866,22.438712122878005,3.2694185393471393,0.6089131832122803,0.8207518458366394,44.95811710288808,0.6011676444043321,23.155626767286606
003445.png,22.01076862725394,23.117262090481958,1.10649346322802,0.7460845708847046,0.8366464376449585,49.448471344765345,0.5993343862815884,24.18931769526724
003448.png,21.689613709193978,23.693334016789244,2.003720307595266,0.7426015734672546,0.7817017436027527,22.134899593862812,0.02876805054151625,23.692475907219496
003451.png,19.362387833586713,14.819010244701584,-4.543377588885129,0.6630139946937561,0.7087989449501038,16.867243907942242,0.03313966606498195,14.819254145959913
003454.png,20.05355413095911,18.818543249295683,-1.2350108816634275,0.7373613119125366,0.7596222162246704,19.451291741877252,0.010012409747292419,18.82082835133606
003457.png,22.803379822306226,27.958082411315935,5.154702589009709,0.7675871849060059,0.8657039999961853,32.51156362815885,0.08517599277978338,27.957804078324546
003460.png,16.997045020023357,27.88473614495683,10.887691124933472,0.5817260146141052,0.8692857027053833,58.1998815433213,1.3949684115523466,27.95857498753324
003463.png,18.302124816733226,21.124527475459804,2.8224026587265776,0.6414846777915955,0.8459861874580383,50.721880640794225,1.2129117779783394,23.26572324043447
003466.png,23.757957860853985,26.745389508514968,2.9874316476609835,0.7913638949394226,0.8430476784706116,37.891612138989174,0.1518783844765343,26.745047324818167
003469.png,20.4799268036476,16.944991400850324,-3.5349354027972772,0.6743895411491394,0.7130520939826965,16.785875451263543,0.009589350180505414,16.946437217941895
003472.png,20.214592154323093,16.062349774536976,-4.1522423797861165,0.7639186978340149,0.737503707408905,13.53170126353791,0.003102436823104693,16.062361535760484
003475.png,24.147637056515507,24.72820251893782,0.5805654624223138,0.7922048568725586,0.8184836506843567,24.3001184566787,0.005499774368231047,24.729530921971254
003478.png,20.71865254554122,32.295290076661004,11.576637531119783,0.793021559715271,0.9217296242713928,51.14564530685921,1.6880076714801444,32.638195943587604
003481.png,18.898901012960955,29.443418486216505,10.54451747325555,0.7095247507095337,0.8894101977348328,55.73527752707581,2.164090703971119,29.633822962521105
003484.png,20.632802035892418,21.926100572585476,1.293298536693058,0.6763922572135925,0.8207443356513977,41.70549413357401,0.5240297833935018,23.5155234339393
003487.png,23.528175064362333,25.360882415685523,1.8327073513231902,0.7481528520584106,0.8101111650466919,28.21313740974729,0.0272168321299639,25.360415446082307
003490.png,18.317519503396426,14.348188687396588,-3.9693308159998377,0.7262090444564819,0.7123470902442932,12.452899368231051,0.0074740523465703975,14.34787299314622
003493.png,22.291199000838727,22.463229778231167,0.17203077739243966,0.778640866279602,0.8063213229179382,28.135153429602887,0.01664034296028881,22.46390558171703
003496.png,24.521422191322735,26.18584419562694,1.6644220043042068,0.863922655582428,0.8752298355102539,37.314276850180505,0.6630753610108303,26.171352906728913
003499.png,20.83608272831953,31.682516939757296,10.846434211437767,0.7799665331840515,0.8970649838447571,67.26618907942239,2.7960006768953067,31.822700983561244
003502.png,20.560521089713838,22.627043900357986,2.0665228106441482,0.6981682181358337,0.8344370722770691,34.337911777978334,0.25242554151624547,23.696379710025873
003505.png,21.075757629555767,21.633063253166455,0.5573056236106879,0.7170276641845703,0.7901679277420044,24.405742328519853,0.0197427797833935,21.632380537189402
003508.png,18.28464575986967,14.466549701589752,-3.8180960582799166,0.7340073585510254,0.7407894730567932,10.0552797833935,0.001128158844765343,14.46666644300284
003511.png,23.106618215867517,23.431437883919955,0.324819668052438,0.7961506843566895,0.8142842054367065,25.55745148916968,0.004089575812274368,23.43178506260235
003514.png,25.45367388440284,24.350804174281528,-1.1028697101213112,0.8709688186645508,0.8271227478981018,31.86794900722022,0.38018953068592054,24.344252461116895
003517.png,21.53838602325095,28.915324035677756,7.376938012426805,0.8012716174125671,0.8406392931938171,68.14192238267148,2.83887071299639,28.931315246378688
003520.png,22.94724595417001,23.717964275274078,0.7707183211040665,0.7722973823547363,0.8697679042816162,29.521237590252703,0.1733134025270758,24.543699823767117
003523.png,19.202522912110705,19.806851614501465,0.6043287023907595,0.7087417244911194,0.7853798270225525,23.83968862815884,0.008884250902527075,19.807133654843764
003526.png,19.025931248291567,14.680853564007105,-4.345077684284462,0.7494398951530457,0.7487838864326477,14.620233528880867,0.003102436823104693,14.680763720416316
003529.png,23.895308753661396,25.005097132210594,1.1097883785491973,0.7893992066383362,0.8126564621925354,27.68064643501805,0.020729918772563177,25.006559118055197
003532.png,24.05612324710901,23.557024418702397,-0.4990988284066127,0.8313626050949097,0.7813246846199036,31.220103790613717,0.23902865523465705,23.559675768237618
003535.png,22.774608337804708,26.97782320848318,4.203214870678472,0.8383564352989197,0.7732862234115601,67.39747856498195,2.767091606498195,26.998882878478906
003538.png,23.44023643302134,23.54084354944037,0.10060711641903097,0.8044495582580566,0.8598593473434448,35.5141583935018,0.20335063176895304,23.847481664275225
003541.png,20.427325342457753,20.476572211394682,0.049246868936929644,0.6984014511108398,0.7744337916374207,27.527780911552348,0.05203632671480145,20.625008930828628
003544.png,18.214238363963304,14.29788762144468,-3.916350742518624,0.7319862842559814,0.7136526107788086,11.36634138086643,0.0042305956678700355,14.297915477175794
003547.png,23.768935162278627,24.001874066000262,0.23293890372163517,0.7849132418632507,0.7742868661880493,28.470780685920584,0.062471796028880866,24.005280397890793
003550.png,23.888337180437297,24.204648425470282,0.3163112450329848,0.8188467621803284,0.7586424946784973,32.15760379061372,0.09659860108303249,24.210710369659402
003553.png,21.345917913751755,24.55641659970835,3.210498685956594,0.8199874758720398,0.739728569984436,61.45983754512636,1.3348939530685922,24.54925146389548
003556.png,25.38126982887181,23.839525865242372,-1.5417439636294397,0.819973886013031,0.8515630960464478,30.40599616425993,0.14905798736462092,24.072687234065228
003559.png,20.625082262005247,20.379534999440526,-0.24554726256472037,0.7110350131988525,0.7716253399848938,26.542193140794225,0.029332129963898917,20.425180110941795
003562.png,16.933624226927954,13.81674241240853,-3.1168818145194237,0.7256391644477844,0.7114330530166626,14.057282265342963,0.003102436823104693,13.816662934785962
003565.png,22.829272986565194,22.269616777675893,-0.5596562088893009,0.7711830139160156,0.7533842325210571,31.685187274368232,0.11577730144404332,22.27060797767392
003568.png,23.80289514990034,20.38959922523478,-3.4132959246655616,0.7826390266418457,0.6691250801086426,35.837516922382676,0.473826714801444,20.382431144905702
