image_id,name,native_psnr_gt_valid_db,native_ssim_gt_valid,native_psnr_masked_db,native_ssim_masked,gap_pixels,gap_pct,strict_alpha_zero_pixels,strict_alpha_zero_pct,depth_mae_mm,depth_rmse_mm,depth_eval_coverage_pct,gt_valid_pct
3067,003067.png,20.754602625693078,0.7538487911224365,20.750623787550396,0.7666048407554626,4015,0.5661947202166064,0,0.0,5.209738831227437,12.19769729833336,100.0,100.0
3070,003070.png,21.89820998019965,0.7608216404914856,21.89904633614575,0.7627775073051453,340,0.04794675090252708,0,0.0,10.681070904783393,37.77462589514953,100.0,100.0
3073,003073.png,23.51883066722808,0.7969406843185425,23.528431171140657,0.7986567616462708,132,0.018614620938628156,0,0.0,14.929700357087409,79.86289618189744,99.91397788808665,100.0
3076,003076.png,21.67710680032732,0.8132215738296509,21.67710680032732,0.813242495059967,5,0.0007050992779783394,0,0.0,26.362805678427563,118.70261643149485,99.91341380866426,100.0
3079,003079.png,13.579215275797033,0.7505714297294617,13.579192775167444,0.7505809664726257,4,0.0005640794223826715,0,0.0,26.417898142556613,104.70453515267461,92.70772224729242,100.0
3082,003082.png,16.777081055077506,0.7081931829452515,16.775102253643542,0.7069860100746155,367,0.05175428700361011,0,0.0,12.528647183357613,48.07014518201216,97.38464575812274,100.0
3085,003085.png,19.51566828290236,0.7214723229408264,19.491703279586886,0.7289003729820251,6766,0.9541403429602888,0,0.0,5.636445171480144,11.481386747759373,100.0,100.0
3088,003088.png,23.80424685133569,0.8010637760162354,23.805012710858122,0.801937997341156,204,0.02876805054151625,0,0.0,11.325700868682311,46.077583983640075,100.0,100.0
3091,003091.png,24.76336546988402,0.819993793964386,24.76423248305503,0.8202166557312012,44,0.006204873646209386,0,0.0,15.952065395126121,78.54263447470903,99.95473262635379,100.0
3094,003094.png,23.354549261389064,0.8074153661727905,23.35463507767882,0.8075171113014221,8,0.001128158844765343,0,0.0,27.317232681689553,118.00022432307858,99.96530911552347,100.0
3097,003097.png,13.087452846892747,0.7568292617797852,13.08716234847081,0.7571277618408203,91,0.012832806859205776,0,0.0,20.566737536928763,88.84822049774209,91.26692238267148,100.0
3100,003100.png,14.741093998861851,0.6682993173599243,14.739884328419153,0.6676828265190125,351,0.04949796931407942,0,0.0,12.081421125513339,41.38399368389588,94.91256768953069,100.0
3103,003103.png,18.38526777579625,0.6777004599571228,18.336789589985333,0.6555914282798767,9524,1.3430731046931408,0,0.0,5.195679151624549,8.120224749194866,100.0,100.0
3106,003106.png,19.19423253460388,0.7178058624267578,19.196852926466295,0.7197113037109375,402,0.056689981949458484,0,0.0,12.2729284183213,48.58209953986874,100.0,100.0
3109,003109.png,22.235529077222118,0.8002739548683167,22.304804403062946,0.8020586967468262,247,0.034831904332129966,0,0.0,19.33831511584125,93.16905945512154,99.99957694043322,100.0
3112,003112.png,22.030268942117104,0.8070123791694641,22.03027862496431,0.807068407535553,2,0.00028203971119133574,0,0.0,24.25595748013938,103.15746616442777,99.92145194043322,100.0
3115,003115.png,11.487658374698027,0.7419267892837524,11.487435967434083,0.7420032024383545,38,0.005358754512635379,0,0.0,18.354900233556116,88.18902785922641,87.24827955776173,100.0
3118,003118.png,15.024230834100067,0.7411720752716064,15.021900355876397,0.7394875884056091,401,0.056548962093862815,0,0.0,11.068724035608309,40.97622335961842,93.85929038808665,100.0
3121,003121.png,18.40997410710546,0.6900384426116943,18.36887351664697,0.6677502989768982,7622,1.0748533393501805,0,0.0,5.554141753158845,10.213105887558758,100.0,100.0
3124,003124.png,20.520018758861575,0.7648203372955322,20.519140294579547,0.7647991180419922,264,0.03722924187725631,0,0.0,12.31385661101083,52.57102816219867,100.0,100.0
3127,003127.png,22.436787838388813,0.8017133474349976,22.438280963660766,0.8024376034736633,141,0.01988379963898917,0,0.0,23.21962573330325,115.7594358295914,100.0,100.0
3130,003130.png,18.901798222561858,0.7900840640068054,18.901655938795933,0.7901343703269958,52,0.007333032490974729,0,0.0,25.935487595742224,108.60837142119027,98.92444156137185,100.0
3133,003133.png,10.37626488494524,0.7150811553001404,10.37567565077238,0.7148707509040833,98,0.013819945848375453,0,0.0,17.527095020726538,92.76794158377207,83.38095103790614,100.0
3136,003136.png,13.019845795175558,0.774088442325592,13.017229914515013,0.7725746631622314,443,0.062471796028880866,0,0.0,8.042597934808983,30.003612465880643,88.91964688628158,100.0
3139,003139.png,21.491713663869398,0.7510946393013,21.45750589800087,0.7363343238830566,9733,1.3725462545126355,0,0.0,5.37641583935018,8.760857111522814,100.0,100.0
3142,003142.png,18.69041750997108,0.7103529572486877,18.70423295272871,0.710913360118866,833,0.11746953971119134,0,0.0,11.576895306859205,50.48616165460215,100.0,100.0
3145,003145.png,21.654558804440136,0.7990520000457764,21.65438120045912,0.7992980480194092,56,0.0078971119133574,0,0.0,26.53263481498195,123.27138588524343,100.0,100.0
3148,003148.png,19.11802447832323,0.8026248812675476,19.11798981466013,0.8026707172393799,9,0.0012691787003610109,0,0.0,25.474383725117747,118.36296126744459,99.85404444945848,100.0
3151,003151.png,9.927261998210062,0.6737465858459473,9.926463706950319,0.6740165948867798,138,0.019460740072202165,0,0.0,19.714420144905926,99.64819197225223,82.27281701263539,100.0
3154,003154.png,9.096158558345085,0.6805118918418884,9.090543454092835,0.6758291125297546,929,0.13100744584837545,0,0.0,10.887657497196384,46.30726233816446,72.68247969314079,100.0
3157,003157.png,17.115501325089404,0.8253213167190552,17.08900466574278,0.8176770210266113,4705,0.6634984205776173,0,0.0,6.467622831468153,23.256180006063662,94.91143953068593,100.0
3160,003160.png,20.787445687559686,0.7351325750350952,20.77403733346598,0.7256610989570618,2554,0.36016471119133575,0,0.0,7.834717678249097,27.5571346347953,100.0,100.0
3163,003163.png,21.83165120873125,0.766606330871582,21.832794656847128,0.7676318883895874,200,0.028203971119133572,0,0.0,23.4432761732852,103.93152983986907,100.0,100.0
3166,003166.png,18.929606466799164,0.7916859984397888,18.929493299107804,0.79183429479599,35,0.004935694945848375,0,0.0,28.330332384576543,131.16536546247937,99.98279557761734,100.0
3169,003169.png,10.629743339847204,0.6804384589195251,10.629552196095794,0.6804743409156799,43,0.006063853790613719,0,0.0,21.505844368289388,97.22987555322102,85.344934566787,100.0
3172,003172.png,5.377126242532947,0.5076611638069153,5.3689362950587025,0.4962599277496338,1347,0.18995374548736463,0,0.0,11.934038090771717,49.843909084100915,43.30099277978339,100.0
3175,003175.png,7.6870523677693745,0.6563341617584229,7.6765674218930116,0.6422430872917175,1737,0.2449514891696751,0,0.0,8.558037452734759,40.109578797737406,61.200784070397106,100.0
3178,003178.png,24.440022006237882,0.8007253408432007,24.43067274591007,0.7875803709030151,4947,0.697625225631769,0,0.0,6.172479975180505,15.890876049412121,100.0,100.0
3181,003181.png,21.60897990116336,0.7632864117622375,21.6091395467512,0.7640272974967957,75,0.01057648916967509,0,0.0,23.06533882183385,110.18156258880799,99.99985898014441,99.99985898014441
3184,003184.png,18.618805448972992,0.786550760269165,18.618805448972992,0.786550760269165,0,0.0,0,0.0,30.162580312166835,143.91279962628522,99.99830776173285,100.0
3187,003187.png,14.913189776158537,0.7210211753845215,14.913099508661155,0.7216925621032715,31,0.004371615523465704,0,0.0,22.146773399783818,91.6823793998077,94.8472754963899,100.0
3190,003190.png,4.440591732228596,0.45526203513145447,4.437850716634784,0.4528416097164154,455,0.06416403429602888,0,0.0,21.894414317303397,85.81231710135091,38.200727662454874,100.0
3193,003193.png,4.480874927904408,0.4551076889038086,4.473762789984304,0.44803205132484436,1175,0.16569833032490974,0,0.0,16.84784310524578,65.38558698265737,38.00922269855596,100.0
3196,003196.png,10.731583410148106,0.7286028265953064,10.721707473474195,0.7121172547340393,1654,0.23324684115523467,0,0.0,16.030664687377747,66.3318607040189,78.94249210288808,100.0
3199,003199.png,22.9794952444443,0.7900147438049316,22.977624950204564,0.7872380018234253,557,0.07854805956678701,0,0.0,18.13045464801444,85.4484823620281,100.0,100.0
3202,003202.png,19.475564130625266,0.7816480994224548,19.475575242903425,0.7817205786705017,8,0.001128158844765343,0,0.0,32.41690546028881,145.57354510373924,100.0,100.0
3205,003205.png,18.55891991253112,0.7598059177398682,18.55884618894318,0.7598487138748169,40,0.005640794223826715,0,0.0,22.241750338447652,106.35347313437245,100.0,100.0
3208,003208.png,5.6341768803744845,0.5389152765274048,5.6332794175908205,0.538433849811554,150,0.02115297833935018,0,0.0,23.48888239159572,98.96053629822603,48.7143219765343,100.0
3211,003211.png,4.500984931176108,0.433807373046875,4.495366353247816,0.42885491251945496,938,0.13227662454873645,0,0.0,15.341328380333255,62.572835805058986,39.48062387184115,100.0
3214,003214.png,8.164600400526338,0.673210620880127,8.161531028345113,0.6658523082733154,515,0.07262522563176896,0,0.0,16.36440374804366,72.04225117942308,69.38035875451264,100.0
3217,003217.png,23.126192874055754,0.8034011125564575,23.125408241256057,0.8017471432685852,201,0.028344990974729242,0,0.0,16.404475970216605,81.41458024082486,100.0,100.0
3220,003220.png,19.533259870937968,0.7763466835021973,19.533254422131094,0.7763682007789612,4,0.0005640794223826715,0,0.0,32.46971797319765,145.75240183758854,99.99957694043322,99.99957694043322
3223,003223.png,19.156175159644555,0.7981306314468384,19.156134861475657,0.7981569170951843,12,0.0016922382671480144,0,0.0,22.56803502933213,114.94801164700384,100.0,100.0
3226,003226.png,6.395066155575808,0.5797533392906189,6.394529501145248,0.5793752074241638,90,0.012691787003610107,0,0.0,20.910294612689665,87.44356237337364,56.55389778880866,100.0
3229,003229.png,4.753088434252388,0.44922980666160583,4.746963223584124,0.44378769397735596,1022,0.14412229241877259,0,0.0,16.99443771361773,65.35832859872042,36.43205663357401,100.0
3232,003232.png,7.030702805499679,0.6069055795669556,7.029970204768773,0.6041743159294128,122,0.017204422382671482,0,0.0,18.27624109724279,75.35099303338804,63.99368231046931,100.0
3235,003235.png,21.697425987399374,0.7718996405601501,21.697169795698667,0.7709252238273621,68,0.009589350180505414,0,0.0,16.338351759927797,76.34801626537484,100.0,100.0
3238,003238.png,19.043991932789968,0.7757147550582886,19.043940004858744,0.7759565711021423,49,0.006909972924187727,0,0.0,32.046202726218915,141.72384663095883,99.99915388086643,99.99915388086643
3241,003241.png,20.01597316956297,0.8119294047355652,20.01585219558166,0.811919629573822,35,0.004935694945848375,0,0.0,21.99989564530686,109.94307799147735,100.0,100.0
3244,003244.png,7.570635915181027,0.6360239386558533,7.569655457801817,0.635242760181427,164,0.02312725631768953,0,0.0,15.879096350240003,71.34955828797219,64.25132558664261,100.0
3247,003247.png,5.525842467838936,0.4858047664165497,5.519053046322448,0.48007601499557495,1129,0.15921141696750904,0,0.0,17.2152181997299,64.86140535825388,43.23020081227437,100.0
3250,003250.png,7.342294155142703,0.6056177616119385,7.341024286124221,0.6049380898475647,216,0.03046028880866426,0,0.0,19.44073595840235,79.09487808414131,64.8728000902527,100.0
3253,003253.png,21.571192875368293,0.7569001913070679,21.57122626973742,0.7570951581001282,47,0.00662793321299639,0,0.0,18.464266978790615,80.96923716199392,100.0,100.0
3256,003256.png,19.459557591835306,0.7843244671821594,19.45954687760643,0.7844845652580261,16,0.002256317689530686,0,0.0,32.75379664454043,151.49051369585067,99.99901286101083,100.0
3259,003259.png,23.77078275271892,0.8090511560440063,23.770538449907338,0.8090000748634338,69,0.009730370036101083,0,0.0,20.23782857626354,93.4813744518961,100.0,100.0
3262,003262.png,8.9061834757769,0.6818472146987915,8.904695668944365,0.6800512075424194,246,0.034690884476534296,0,0.0,15.115553870974011,66.55272080923936,72.55048510830325,100.0
3265,003265.png,5.9702229953826365,0.5134703516960144,5.961839437715862,0.5051397681236267,1383,0.19503046028880866,0,0.0,18.58863572099323,69.64326576338074,40.39640681407942,100.0
3268,003268.png,6.623752761796017,0.605002224445343,6.623444341439041,0.6048234701156616,51,0.007192012635379062,0,0.0,18.685062706079155,81.31348347050117,58.3365297833935,100.0
3271,003271.png,21.634507677790474,0.7603974938392639,21.63453596420235,0.7604792714118958,58,0.008179151624548736,0,0.0,19.24378173184906,81.39668522490423,99.07589688628158,100.0
3274,003274.png,21.47664308868859,0.7949689626693726,21.47656779460292,0.7951180934906006,67,0.009448330324909748,0,0.0,30.58770884149137,142.68130521032293,99.96206565884476,99.99915388086643
3277,003277.png,26.012843980799254,0.8145536184310913,26.01401419600956,0.8145610690116882,181,0.025524593862815883,0,0.0,15.770965421931407,67.71279314780706,100.0,100.0
3280,003280.png,17.031630491913493,0.7946498990058899,17.026836571836657,0.794524073600769,851,0.12000789711191336,0,0.0,10.270131498047553,38.68969531839943,94.72599842057761,100.0
3283,003283.png,7.7585487889634095,0.6166188716888428,7.75209639369399,0.6113792061805725,1071,0.1510322653429603,0,0.0,12.94010802507371,54.04964565688104,56.917023916967516,100.0
3286,003286.png,7.091920367063272,0.6209625601768494,7.088836242939472,0.6187578439712524,515,0.07262522563176896,0,0.0,14.365780605579163,67.91279125127988,56.45179941335739,100.0
3289,003289.png,15.079618388031879,0.7746570110321045,15.079593115616765,0.7748440504074097,7,0.000987138989169675,0,0.0,19.860547335736605,90.56137941574161,93.37672044223827,100.0
3292,003292.png,20.333911662756012,0.7666125893592834,20.333876282672186,0.7666714191436768,9,0.0012691787003610109,0,0.0,31.091148695648492,134.2519188584271,99.94683551444044,99.99887184115524
3295,003295.png,24.11323394531888,0.777061939239502,24.11320422515431,0.7771677374839783,11,0.0015512184115523465,0,0.0,20.364498652633362,84.63247779281795,99.95346344765343,100.0
3298,003298.png,26.746835962576508,0.8405278921127319,26.741297496932447,0.8424921631813049,2471,0.3484600631768953,0,0.0,6.597993287454874,19.150236963439028,100.0,100.0
3301,003301.png,24.953283268614666,0.846297562122345,24.948293989401222,0.8457463383674622,1736,0.24481046931407943,0,0.0,6.405497441380674,15.814576834541532,99.18053361913357,100.0
3304,003304.png,9.531787997144521,0.6763176321983337,9.516336262833791,0.6646847128868103,2559,0.3608698104693141,0,0.0,11.13050376372971,44.58769841254614,72.70687612815885,99.99478226534296
3307,003307.png,10.882665654893911,0.721934974193573,10.88198611050032,0.7220144867897034,131,0.01847360108303249,0,0.0,18.351925903998314,96.26830915529449,84.31957919675091,100.0
3310,003310.png,20.157679692737535,0.7771245241165161,20.158258954754345,0.7773833274841309,100,0.014101985559566786,0,0.0,27.741423391890386,128.19755911751957,99.99844878158845,99.99844878158845
3313,003313.png,20.90638159471101,0.7534183859825134,20.906552029100233,0.7535091638565063,51,0.007192012635379062,0,0.0,26.06857216225025,115.67778624286791,99.94880979241877,100.0
3316,003316.png,26.71644197249708,0.8560101389884949,26.714275260993542,0.8560546040534973,1098,0.15483980144404333,0,0.0,5.135974165162455,18.13001976734831,100.0,100.0
3319,003319.png,29.60082820703194,0.8612743020057678,29.611339845259632,0.8638750314712524,1989,0.2804884927797834,0,0.0,4.0474418998194945,7.721556230335375,100.0,100.0
3322,003322.png,14.153096430337854,0.7880206108093262,14.14868056616256,0.7853246331214905,797,0.11239282490974728,0,0.0,9.840443512735838,34.28972934656275,90.27555279783394,99.99125676895308
3325,003325.png,10.43394091261711,0.7062562704086304,10.433302328599916,0.7058305144309998,108,0.01523014440433213,0,0.0,15.831713074997301,82.35902533881955,81.00095893501805,100.0
3328,003328.png,18.21794411190927,0.7537254691123962,18.217960748769727,0.7538960576057434,13,0.0018332581227436823,0,0.0,22.708329807817055,98.12157337952094,99.99943592057761,99.99943592057761
3331,003331.png,22.142652971350817,0.7879409193992615,22.142685431270547,0.7882639765739441,21,0.0029614169675090253,0,0.0,24.213895682879567,116.17692357342925,99.91975970216606,99.99717960288808
3334,003334.png,24.811251020359567,0.8154290318489075,24.8106491499783,0.8152801990509033,302,0.04258799638989169,0,0.0,13.0321849616426,55.411390659844045,100.0,100.0
3337,003337.png,29.21494552308569,0.8589169979095459,29.220224711601,0.8609424829483032,2496,0.351985559566787,0,0.0,4.835783788357401,12.886479265795595,100.0,100.0
3340,003340.png,17.43969213749503,0.809329628944397,17.438855980648228,0.8087232112884521,163,0.02298623646209386,0,0.0,10.612852933519513,35.51844572704214,95.33619133574007,99.99520532490975
3343,003343.png,11.198656929537972,0.7247211337089539,11.198324759106688,0.7246044874191284,58,0.008179151624548736,0,0.0,15.246471804448595,78.92641344391804,84.57524819494586,100.0
3346,003346.png,19.215218804131347,0.7424685955047607,19.21889787171519,0.7440670728683472,129,0.018191561371841157,0,0.0,23.68665952166065,100.54562897107726,100.0,100.0
3349,003349.png,22.3936995362974,0.8063786625862122,22.393690061112586,0.8063874840736389,2,0.00028203971119133574,0,0.0,23.14053109782512,111.5597175106013,99.9383743231047,99.99703858303249
3352,003352.png,23.62370454728498,0.7990798354148865,23.6230883015423,0.798831582069397,142,0.020024819494584838,0,0.0,13.000985728790614,58.76801253126568,100.0,100.0
3355,003355.png,28.01904304411287,0.8519071340560913,28.023253599132296,0.8540464043617249,1928,0.27188628158844763,0,0.0,4.184074627707581,7.6496134114879695,100.0,100.0
3358,003358.png,21.678622207326825,0.8297127485275269,21.677370440768414,0.8304793834686279,540,0.07615072202166065,0,0.0,10.004649676804673,34.40200721169339,98.87240523465704,99.99548736462094
3361,003361.png,11.561714383486168,0.6796929836273193,11.561817768097406,0.679986298084259,42,0.005922833935018051,0,0.0,17.25315170914146,76.0401577255409,86.83678361913357,99.99760266245488
3364,003364.png,20.424317498354956,0.8071137070655823,20.424315714432005,0.8071534633636475,4,0.0005640794223826715,0,0.0,23.026050818345148,106.05793622814856,99.99915388086643,99.99915388086643
3367,003367.png,22.743588453043788,0.8126499056816101,22.743522268096083,0.8128082156181335,18,0.0025383574007220217,0,0.0,22.783259859709094,108.04926533275099,99.9968975631769,99.9968975631769
3370,003370.png,24.739487042053344,0.809166669845581,24.739237100336023,0.8093100786209106,142,0.020024819494584838,0,0.0,12.9555872066787,57.80131963312972,100.0,100.0
3373,003373.png,24.773267222265503,0.8085626363754272,24.767503434606848,0.8071190714836121,1978,0.27893727436823107,0,0.0,5.315943704873646,15.18292409263471,100.0,100.0
3376,003376.png,21.404047982060558,0.8195326328277588,21.40375236456684,0.8195798993110657,67,0.009448330324909748,0,0.0,11.822766908184956,41.5609107051879,98.71615523465704,99.99717960288808
3379,003379.png,12.183020726777638,0.6937605142593384,12.183142954246083,0.6940943002700806,30,0.0042305956678700355,0,0.0,20.2404560592382,81.47030706988582,88.880443366426,100.0
3382,003382.png,23.17863473331709,0.8226072788238525,23.178881546504634,0.8227337002754211,47,0.00662793321299639,0,0.0,23.673402558501284,107.66710661943817,99.99534634476535,99.99534634476535
3385,003385.png,22.344973112486073,0.8233864903450012,22.344768029806286,0.8231094479560852,43,0.006063853790613719,0,0.0,18.334710213498692,92.08138658553726,99.99591042418773,99.99591042418773
3388,003388.png,24.654843775660854,0.8223205208778381,24.65415748097485,0.8219115734100342,257,0.036242102888086644,0,0.0,10.543056182310469,47.24948913229259,100.0,100.0
3391,003391.png,24.443933279028577,0.7937498092651367,24.438401332607434,0.7919600605964661,1939,0.2734375,0,0.0,4.418243738718411,8.016287694455006,100.0,100.0
3394,003394.png,21.294759065537313,0.8111667037010193,21.294638904703397,0.8113009333610535,52,0.007333032490974729,0,0.0,11.662519251611432,40.89510123407845,98.88876353790613,99.99774368231047
3397,003397.png,13.071514720677138,0.7072487473487854,13.071636144443552,0.7074728608131409,10,0.0014101985559566788,0,0.0,24.45785436759502,97.68864515720888,91.13704309566786,99.99844878158845
3400,003400.png,21.693549453184986,0.8324272036552429,21.693805730103083,0.8325260281562805,28,0.0039485559566787,0,0.0,21.51121804138032,102.7906022679632,99.99450022563177,99.99450022563177
3403,003403.png,19.654103842940664,0.7747677564620972,19.65411467455941,0.7737258672714233,120,0.016922382671480142,0,0.0,18.11802815391862,86.81648756287926,99.99746164259929,99.99746164259929
3406,003406.png,26.642458641222863,0.8303912878036499,26.642032066437437,0.8290824890136719,296,0.04174187725631769,0,0.0,10.12146745261733,44.20525255309534,100.0,100.0
3409,003409.png,25.48018893367213,0.8004192113876343,25.474376378158784,0.7983429431915283,2285,0.32223037003610105,0,0.0,5.684475124097473,16.83240969309693,100.0,100.0
3412,003412.png,20.90204673723086,0.7924376726150513,20.901957127094192,0.7923334836959839,25,0.0035254963898916965,0,0.0,14.418200652983076,48.71682457125495,98.69486123646209,99.99844878158845
3415,003415.png,13.915346414412452,0.7422422170639038,13.914745846260757,0.7422284483909607,114,0.016076263537906137,0,0.0,27.229187320586913,110.19496067717175,92.60139327617328,99.99971796028882
3418,003418.png,19.630687526051613,0.7739418745040894,19.630666350877455,0.7739885449409485,8,0.001128158844765343,0,0.0,23.184157829422382,104.15803327790998,100.0,100.0
3421,003421.png,19.447708462072548,0.7791031002998352,19.459614020543597,0.7766003608703613,823,0.11605934115523465,0,0.0,14.293354467866672,66.5034901452838,99.99830776173285,99.99830776173285
3424,003424.png,28.19993857941562,0.861272931098938,28.201098494037748,0.8593049049377441,705,0.09941899819494585,0,0.0,6.698152639891696,27.531447958511706,100.0,100.0
3427,003427.png,26.56243569276102,0.8200185298919678,26.56692575750084,0.8208904266357422,1966,0.27724503610108303,0,0.0,4.317540049638989,7.593441491036711,100.0,100.0
3430,003430.png,21.621121791116483,0.7948841452598572,21.620882985118776,0.7948718070983887,58,0.008179151624548736,0,0.0,13.554227612765644,47.372784007857696,99.45679151624549,99.99830776173285
3433,003433.png,14.611206986751224,0.7377046942710876,14.611189677989874,0.7377058267593384,3,0.0004230595667870036,0,0.0,28.165387614334982,114.06592634987926,94.04614169675091,99.99915388086643
3436,003436.png,19.79626765461292,0.7665783762931824,19.796320913606593,0.7667800784111023,2,0.00028203971119133574,0,0.0,21.64943832902002,100.51237805439162,99.98942351083032,99.98942351083032
3439,003439.png,28.45219452670342,0.8470980525016785,28.45924679221175,0.843071699142456,1482,0.2089914259927798,0,0.0,8.788515421986217,38.7959857575848,99.8533393501805,100.0
3442,003442.png,22.438712122878005,0.8207518458366394,23.155626767286606,0.825859010219574,4263,0.6011676444043321,0,0.0,5.674013489980763,12.056814657133225,99.03810356498195,100.0
3445,003445.png,23.117262090481958,0.8366464376449585,24.18931769526724,0.8496602177619934,4250,0.5993343862815884,0,0.0,5.8649643036072145,20.228769418585248,99.07942238267148,100.0
3448,003448.png,23.693334016789244,0.7817017436027527,23.692475907219496,0.7811174988746643,204,0.02876805054151625,0,0.0,14.544665295864748,54.413545463294525,99.99351308664261,100.0
3451,003451.png,14.819010244701584,0.7087989449501038,14.819254145959913,0.7088760733604431,235,0.03313966606498195,0,0.0,29.059043976259275,112.532131204359,94.82612251805054,99.99943592057761
3454,003454.png,18.818543249295683,0.7596222162246704,18.82082835133606,0.7601696252822876,71,0.010012409747292419,0,0.0,23.460554614572064,106.68245136255608,99.99280798736461,99.99280798736461
3457,003457.png,27.958082411315935,0.8657039999961853,27.957804078324546,0.8639125823974609,604,0.08517599277978338,0,0.0,8.811646424360717,24.482189211344387,99.99379512635379,99.99379512635379
3460,003460.png,27.88473614495683,0.8692857027053833,27.95857498753324,0.8707385063171387,9892,1.3949684115523466,0,0.0,5.998321863718411,8.984287483877633,100.0,100.0
3463,003463.png,21.124527475459804,0.8459861874580383,23.26572324043447,0.8603827357292175,8601,1.2129117779783394,0,0.0,4.553838714922678,9.383613064395698,98.86817463898917,100.0
3466,003466.png,26.745389508514968,0.8430476784706116,26.745047324818167,0.8443239331245422,1077,0.1518783844765343,0,0.0,7.286854129061372,28.652360343812177,100.0,100.0
3469,003469.png,16.944991400850324,0.7130520939826965,16.946437217941895,0.7139186263084412,68,0.009589350180505414,0,0.0,24.745938643890536,85.26423948598196,97.0837093862816,99.99957694043322
3472,003472.png,16.062349774536976,0.737503707408905,16.062361535760484,0.737872302532196,22,0.003102436823104693,0,0.0,30.880054478675756,137.41683443279615,97.63946863718411,100.0
